course_code,last_period_gathered,last_period_failed,relevant_periods,last_scrape_during_grace_period,created_at,updated_at
AS.080.238,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.239,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.240,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.241,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.242,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.243,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.244,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.245,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.246,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.247,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.248,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.249,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.250,FA25,false,"[""AS.080.250.11.SU15"",""AS.080.250.03.FA15"",""AS.080.250.02.FA15"",""AS.080.250.01.FA15"",""AS.080.250.03.SP16"",""AS.080.250.02.SP16"",""AS.080.250.01.SP16"",""AS.080.250.04.SP16"",""AS.080.250.04.FA16"",""AS.080.250.03.FA16"",""AS.080.250.02.FA16"",""AS.080.250.01.FA16"",""AS.080.250.01.SP17"",""AS.080.250.02.SP17"",""AS.080.250.03.SP17"",""AS.080.250.11.SP17"",""AS.080.250.01.FA17"",""AS.080.250.02.FA17"",""AS.080.250.03.FA17"",""AS.080.250.04.FA17"",""AS.080.250.01.SP18"",""AS.080.250.02.SP18"",""AS.080.250.03.SP18"",""AS.080.250.04.SP18"",""AS.080.250.01.FA18"",""AS.080.250.02.FA18"",""AS.080.250.03.FA18"",""AS.080.250.04.FA18"",""AS.080.250.01.SP19"",""AS.080.250.02.SP19"",""AS.080.250.03.SP19"",""AS.080.250.04.SP19"",""AS.080.250.01.FA19"",""AS.080.250.02.FA19"",""AS.080.250.03.FA19"",""AS.080.250.04.FA19"",""AS.080.250.01.SP20"",""AS.080.250.02.SP20"",""AS.080.250.03.SP20"",""AS.080.250.04.SP20"",""AS.080.250.01.FA20"",""AS.080.250.02.FA20"",""AS.080.250.03.FA20"",""AS.080.250.04.FA20"",""AS.080.250.01.SP21"",""AS.080.250.02.SP21"",""AS.080.250.03.SP21"",""AS.080.250.04.SP21"",""AS.080.250.01.FA21"",""AS.080.250.02.FA21"",""AS.080.250.03.FA21"",""AS.080.250.04.FA21"",""AS.080.250.01.SP22"",""AS.080.250.02.SP22"",""AS.080.250.03.SP22"",""AS.080.250.04.SP22"",""AS.080.250.01.FA22"",""AS.080.250.02.FA22"",""AS.080.250.03.FA22"",""AS.080.250.04.FA22"",""AS.080.250.01.SP23"",""AS.080.250.02.SP23"",""AS.080.250.03.SP23"",""AS.080.250.04.SP23"",""AS.080.250.01.FA23"",""AS.080.250.02.FA23"",""AS.080.250.03.FA23"",""AS.080.250.04.FA23"",""AS.080.250.01.SP24"",""AS.080.250.02.SP24"",""AS.080.250.03.SP24"",""AS.080.250.04.SP24"",""AS.080.250.01.FA24"",""AS.080.250.02.FA24"",""AS.080.250.03.FA24"",""AS.080.250.04.FA24"",""AS.080.250.01.SP25"",""AS.080.250.02.SP25"",""AS.080.250.03.SP25"",""AS.080.250.04.SP25""]",2025-12-27,2025-09-23 21:57:09.46272+00,2025-12-27 16:15:40.563751+00
AS.080.251,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.252,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.253,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.254,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.255,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.256,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.257,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.258,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.259,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.260,SU25,false,"[""AS.080.260.01.SP16"",""AS.080.260.01.SP17"",""AS.080.260.01.SP18"",""AS.080.260.01.SP19"",""AS.080.260.01.FA19"",""AS.080.260.01.SP20"",""AS.080.260.01.SP21""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.261,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.262,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.263,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.264,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.265,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.266,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.267,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.268,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.269,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.270,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.271,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.272,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.273,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.274,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.275,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.276,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.277,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.278,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.279,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.280,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.281,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.282,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.283,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.284,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.285,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.286,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.287,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.288,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.289,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.290,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.291,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.292,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.293,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.294,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.295,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.296,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.297,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.298,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.299,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.300,SU25,false,"[""AS.080.300.12.IN21""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.301,SU25,false,"[""AS.080.301.01.FA17"",""AS.080.301.01.FA18"",""AS.080.301.01.FA19"",""AS.080.301.01.FA20"",""AS.080.301.01.FA21"",""AS.080.301.01.FA22"",""AS.080.301.01.FA23"",""AS.080.301.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.302,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.303,SU25,false,"[""AS.080.303.01.SP16"",""AS.080.303.01.SP17"",""AS.080.303.01.SP18"",""AS.080.303.01.SP19"",""AS.080.303.01.SP21"",""AS.080.303.01.FA23"",""AS.080.303.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.304,FA25,false,"[""AS.080.304.01.SP16"",""AS.080.304.01.SP17"",""AS.080.304.01.SP18"",""AS.080.304.01.SP19"",""AS.080.304.01.SP20"",""AS.080.304.01.SP21"",""AS.080.304.01.SP22"",""AS.080.304.01.SP23"",""AS.080.304.01.SP24"",""AS.080.304.01.SP25""]",2025-12-27,2025-09-23 21:57:09.46272+00,2025-12-27 03:01:40.294092+00
AS.080.305,FA25,false,"[""AS.080.305.11.SU15"",""AS.080.305.01.FA15"",""AS.080.305.11.SU16"",""AS.080.305.01.FA16"",""AS.080.305.11.SU17"",""AS.080.305.01.FA17"",""AS.080.305.01.FA18"",""AS.080.305.01.FA19"",""AS.080.305.01.FA20"",""AS.080.305.01.FA21"",""AS.080.305.01.FA22"",""AS.080.305.01.FA23"",""AS.080.305.01.FA24""]",2025-12-27,2025-09-23 21:57:09.46272+00,2025-12-27 16:14:28.905673+00
AS.080.306,SU25,false,"[""AS.080.306.01.SP16"",""AS.080.306.01.SP17"",""AS.080.306.21.SU17"",""AS.080.306.01.SP18"",""AS.080.306.01.SP19"",""AS.080.306.01.SP20"",""AS.080.306.01.SP21"",""AS.080.306.01.SP22"",""AS.080.306.01.SP23"",""AS.080.306.01.SP24"",""AS.080.306.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.307,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.308,SU25,false,"[""AS.080.308.01.FA15"",""AS.080.308.01.FA16"",""AS.080.308.01.FA17"",""AS.080.308.01.FA18"",""AS.080.308.01.FA19"",""AS.080.308.01.FA20"",""AS.080.308.01.FA21"",""AS.080.308.01.FA22"",""AS.080.308.01.FA23"",""AS.080.308.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.309,SU25,false,"[""AS.080.309.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.310,SU25,false,"[""AS.080.310.01.FA15"",""AS.080.310.01.FA16"",""AS.080.310.01.FA17"",""AS.080.310.01.FA18"",""AS.080.310.01.FA19"",""AS.080.310.01.FA20"",""AS.080.310.01.FA21"",""AS.080.310.01.FA22"",""AS.080.310.01.SP24"",""AS.080.310.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.311,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.312,SU25,false,"[""AS.080.312.01.FA17"",""AS.080.312.02.FA17""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.313,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.314,SU25,false,"[""AS.080.314.01.SP21""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.315,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.316,SU25,false,"[""AS.080.316.01.FA20"",""AS.080.316.01.FA21"",""AS.080.316.01.FA22"",""AS.080.316.01.FA23"",""AS.080.316.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.317,SU25,false,"[""AS.080.317.01.FA16""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.318,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.319,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.320,SU25,false,"[""AS.080.320.01.SP16"",""AS.080.320.01.SP17"",""AS.080.320.01.SP18""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.321,SU25,false,"[""AS.080.321.01.SP18"",""AS.080.321.01.SP19"",""AS.080.321.01.SP20"",""AS.080.321.01.SP21"",""AS.080.321.01.SP22"",""AS.080.321.01.SP23"",""AS.080.321.01.SP24"",""AS.080.321.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.322,SU25,false,"[""AS.080.322.01.SP16"",""AS.080.322.01.SP18""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.323,SU25,false,"[""AS.080.323.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.324,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.325,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.326,SU25,false,"[""AS.080.326.01.SP17"",""AS.080.326.01.SP18"",""AS.080.326.01.SP19"",""AS.080.326.01.SP20"",""AS.080.326.01.SP21"",""AS.080.326.01.SP22"",""AS.080.326.01.SP23"",""AS.080.326.01.SP24"",""AS.080.326.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.327,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.328,SU25,false,"[""AS.080.328.02.SP18"",""AS.080.328.01.SP18"",""AS.080.328.02.SP19"",""AS.080.328.01.SP19"",""AS.080.328.02.SP20"",""AS.080.328.01.SP20"",""AS.080.328.02.SP21"",""AS.080.328.01.SP21"",""AS.080.328.02.SP22"",""AS.080.328.01.SP22"",""AS.080.328.02.SP23"",""AS.080.328.01.SP23"",""AS.080.328.02.SP24"",""AS.080.328.01.SP24"",""AS.080.328.02.SP25"",""AS.080.328.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.329,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.330,SU25,false,"[""AS.080.330.01.FA15"",""AS.080.330.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.331,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.332,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.333,SU25,false,"[""AS.080.333.01.SP16"",""AS.080.333.01.SP17"",""AS.080.333.01.SP18"",""AS.080.333.01.FA20"",""AS.080.333.01.SP23"",""AS.080.333.01.SP24"",""AS.080.333.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.334,FA25,false,"[""AS.080.334.01.SP20"",""AS.080.334.01.SP21""]",2025-12-27,2025-09-23 21:57:09.46272+00,2025-12-27 16:15:15.070358+00
AS.080.335,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.336,SU25,false,"[""AS.080.336.01.FA18"",""AS.080.336.01.FA19"",""AS.080.336.01.FA20"",""AS.080.336.01.FA21"",""AS.080.336.01.FA22"",""AS.080.336.01.FA23"",""AS.080.336.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.337,SU25,false,"[""AS.080.337.01.SP23"",""AS.080.337.01.SP24"",""AS.080.337.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.338,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.339,SU25,false,"[""AS.080.339.01.SP22"",""AS.080.339.01.SP23"",""AS.080.339.01.SP24"",""AS.080.339.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.340,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.341,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.342,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.343,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.344,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.345,SU25,false,"[""AS.080.345.01.FA15"",""AS.080.345.01.FA16"",""AS.080.345.01.FA17"",""AS.080.345.01.FA18"",""AS.080.345.01.SP20"",""AS.080.345.01.SP21"",""AS.080.345.01.SP22"",""AS.080.345.01.SP23"",""AS.080.345.01.SP24"",""AS.080.345.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.346,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.347,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.348,SU25,false,"[""AS.080.348.01.FA16"",""AS.080.348.01.FA17"",""AS.080.348.01.FA18"",""AS.080.348.01.SP19""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.349,SU25,false,"[""AS.080.349.01.FA23"",""AS.080.349.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.350,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.351,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.352,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.353,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.354,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.355,SU25,false,"[""AS.080.355.01.FA15"",""AS.080.355.01.FA16"",""AS.080.355.01.FA17"",""AS.080.355.01.FA19"",""AS.080.355.01.FA20"",""AS.080.355.01.FA21"",""AS.080.355.01.FA22"",""AS.080.355.01.FA23""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.356,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.357,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.358,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.359,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.360,SU25,false,"[""AS.080.360.01.FA15"",""AS.080.360.01.FA16"",""AS.080.360.01.FA17"",""AS.080.360.01.FA18"",""AS.080.360.01.FA19"",""AS.080.360.01.FA20"",""AS.080.360.01.FA21"",""AS.080.360.01.FA22"",""AS.080.360.01.FA23"",""AS.080.360.01.FA24""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.361,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.362,SU25,false,"[""AS.080.362.30.SU18"",""AS.080.362.30.SU19""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.363,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.364,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.365,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.366,SU25,false,"[""AS.080.366.01.FA15"",""AS.080.366.01.FA16"",""AS.080.366.01.FA17"",""AS.080.366.01.SP19"",""AS.080.366.01.FA19"",""AS.080.366.01.FA20""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.367,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.368,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.369,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.370,SU25,false,"[""AS.080.370.01.FA16"",""AS.080.370.01.FA17"",""AS.080.370.01.FA18"",""AS.080.370.01.FA19"",""AS.080.370.01.FA20"",""AS.080.370.01.FA21""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.371,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.372,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.373,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.374,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.375,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.376,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.377,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.378,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.379,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.380,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.381,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.382,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.383,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.384,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.385,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.386,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.387,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.388,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.389,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.390,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.391,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.392,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.393,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.394,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.395,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.396,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.397,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.398,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.399,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.400,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.401,SU25,false,"[""AS.080.401.02.FA15"",""AS.080.401.01.FA15"",""AS.080.401.02.SP16"",""AS.080.401.01.SP16"",""AS.080.401.02.FA16"",""AS.080.401.01.FA16"",""AS.080.401.02.SP17"",""AS.080.401.01.SP17"",""AS.080.401.02.FA17"",""AS.080.401.01.FA17"",""AS.080.401.01.SP23"",""AS.080.401.01.FA23"",""AS.080.401.01.SP24"",""AS.080.401.01.FA24"",""AS.080.401.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.402,SU25,false,"[""AS.080.402.02.SP16"",""AS.080.402.01.SP16"",""AS.080.402.01.FA16"",""AS.080.402.01.SP17"",""AS.080.402.01.FA17"",""AS.080.402.01.FA23"",""AS.080.402.01.SP24"",""AS.080.402.01.FA24"",""AS.080.402.04.SP25"",""AS.080.402.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.403,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.404,SU25,false,"[""AS.080.404.01.FA15"",""AS.080.404.01.SP16"",""AS.080.404.01.FA16"",""AS.080.404.01.SP17"",""AS.080.404.01.FA17"",""AS.080.404.01.SP23"",""AS.080.404.01.FA23"",""AS.080.404.01.SP24"",""AS.080.404.01.FA24"",""AS.080.404.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.405,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.406,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.407,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.408,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.409,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.410,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.411,SU25,false,"[""AS.080.411.01.SP22"",""AS.080.411.01.SP25""]",,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
AS.080.412,SU25,false,[],,2025-09-23 21:57:09.46272+00,2025-09-28 20:20:18.346352+00
